PropertyCategory,DateOfCall,Notional Cost (£)
Outdoor Structure,24 Feb 2022,352.0
Outdoor Structure,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,704.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Outdoor,24 Feb 2022,704.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Non Residential,24 Feb 2022,704.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Outdoor,24 Feb 2022,352.0
Other Residential,24 Feb 2022,352.0
Outdoor,24 Feb 2022,0.0
Dwelling,24 Feb 2022,704.0
Non Residential,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Outdoor Structure,24 Feb 2022,352.0
Road Vehicle,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,704.0
Dwelling,24 Feb 2022,352.0
Road Vehicle,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Other Residential,24 Feb 2022,352.0
Other Residential,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Outdoor Structure,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Outdoor,24 Feb 2022,352.0
Road Vehicle,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,704.0
Dwelling,24 Feb 2022,352.0
Dwelling,24 Feb 2022,352.0
Non Residential,24 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,0.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,0.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,4576.0
Dwelling,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,0.0
Other Residential,25 Feb 2022,704.0
Dwelling,25 Feb 2022,704.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Non Residential,25 Feb 2022,704.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,0.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,1056.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,1408.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,0.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,704.0
Outdoor,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Road Vehicle,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,704.0
Road Vehicle,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Dwelling,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,704.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,1056.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,1056.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,1056.0
Dwelling,25 Feb 2022,1408.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,2112.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Other Residential,25 Feb 2022,1056.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,1760.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Non Residential,25 Feb 2022,3872.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Non Residential,25 Feb 2022,1760.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Outdoor Structure,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Non Residential,25 Feb 2022,1056.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Other Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Outdoor,25 Feb 2022,0.0
Dwelling,25 Feb 2022,352.0
Non Residential,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,0.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Road Vehicle,25 Feb 2022,704.0
Non Residential,25 Feb 2022,704.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,704.0
Outdoor,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Outdoor,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Dwelling,25 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,1408.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,0.0
Outdoor,26 Feb 2022,0.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,0.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,2112.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,1056.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,0.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,704.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,1056.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,1056.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,704.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,1056.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,704.0
Outdoor,26 Feb 2022,352.0
Outdoor,26 Feb 2022,0.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,1056.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,0.0
Dwelling,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,704.0
Non Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,1056.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Other Residential,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,704.0
Non Residential,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,1408.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,1056.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Other Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Road Vehicle,26 Feb 2022,1056.0
Dwelling,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Non Residential,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,26 Feb 2022,352.0
Rail Vehicle,26 Feb 2022,704.0
Dwelling,26 Feb 2022,352.0
Outdoor Structure,26 Feb 2022,352.0
Dwelling,26 Feb 2022,352.0
Outdoor,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Non Residential,27 Feb 2022,352.0
Non Residential,27 Feb 2022,0.0
Non Residential,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Outdoor,27 Feb 2022,1056.0
Other Residential,27 Feb 2022,352.0
Non Residential,27 Feb 2022,352.0
Non Residential,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Outdoor Structure,27 Feb 2022,352.0
Dwelling,27 Feb 2022,1056.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Road Vehicle,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,0.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Other Residential,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Non Residential,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Outdoor Structure,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Outdoor Structure,27 Feb 2022,352.0
Non Residential,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Outdoor,27 Feb 2022,352.0
Dwelling,27 Feb 2022,704.0
Dwelling,27 Feb 2022,352.0
Non Residential,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Outdoor Structure,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
Dwelling,27 Feb 2022,352.0
